Léxico,Supra category,Super category,Basic category
tranquilizador,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilizante,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilo,SEGURANÇA,CALMA,TRANQUILIDADE
desanuviamento,SEGURANÇA,CALMA,RELAXAMENTO
desanuviar,SEGURANÇA,CALMA,RELAXAMENTO
descompressão,SEGURANÇA,CALMA,RELAXAMENTO
descomprimir,SEGURANÇA,CALMA,RELAXAMENTO
descontracção,SEGURANÇA,CALMA,RELAXAMENTO
descontraído,SEGURANÇA,CALMA,RELAXAMENTO
descontrair,SEGURANÇA,CALMA,RELAXAMENTO
distender,SEGURANÇA,CALMA,RELAXAMENTO
distendido,SEGURANÇA,CALMA,RELAXAMENTO
distensão,SEGURANÇA,CALMA,RELAXAMENTO
ócio,SEGURANÇA,CALMA,RELAXAMENTO
ociosamente,SEGURANÇA,CALMA,RELAXAMENTO
ociosidade,SEGURANÇA,CALMA,RELAXAMENTO
ocioso,SEGURANÇA,CALMA,RELAXAMENTO
relaxação,SEGURANÇA,CALMA,RELAXAMENTO
relaxado,SEGURANÇA,CALMA,RELAXAMENTO
relaxamento,SEGURANÇA,CALMA,RELAXAMENTO
relaxante,SEGURANÇA,CALMA,RELAXAMENTO
relaxar,SEGURANÇA,CALMA,RELAXAMENTO
aflição,ANSIEDADE,TENSÃO,ANGÚSTIA
afligir,ANSIEDADE,TENSÃO,ANGÚSTIA
aflitivo,ANSIEDADE,TENSÃO,ANGÚSTIA
aflito,ANSIEDADE,TENSÃO,ANGÚSTIA
amargor,ANSIEDADE,TENSÃO,ANGÚSTIA
amargura,ANSIEDADE,TENSÃO,ANGÚSTIA
amarguradamente,ANSIEDADE,TENSÃO,ANGÚSTIA
amargurar,ANSIEDADE,TENSÃO,ANGÚSTIA
angústia,ANSIEDADE,TENSÃO,ANGÚSTIA
angustiado,ANSIEDADE,TENSÃO,ANGÚSTIA
angustiador,ANSIEDADE,TENSÃO,ANGÚSTIA
angustiante,ANSIEDADE,TENSÃO,ANGÚSTIA
angustiar,ANSIEDADE,TENSÃO,ANGÚSTIA
angustioso,ANSIEDADE,TENSÃO,ANGÚSTIA
ânsias,ANSIEDADE,TENSÃO,ANGÚSTIA
ansiedade,ANSIEDADE,TENSÃO,ANGÚSTIA
ansiosa,ANSIEDADE,TENSÃO,ANGÚSTIA
ansiosamente,ANSIEDADE,TENSÃO,ANGÚSTIA
ansioso,ANSIEDADE,TENSÃO,ANGÚSTIA
apertar,ANSIEDADE,TENSÃO,ANGÚSTIA
coagido,ANSIEDADE,TENSÃO,ANGÚSTIA
coagir,ANSIEDADE,TENSÃO,ANGÚSTIA
compelido,ANSIEDADE,TENSÃO,ANGÚSTIA
compelir,ANSIEDADE,TENSÃO,ANGÚSTIA
constrangedor,ANSIEDADE,TENSÃO,ANGÚSTIA
constranger,ANSIEDADE,TENSÃO,ANGÚSTIA
constrangido,ANSIEDADE,TENSÃO,ANGÚSTIA
constrangimento,ANSIEDADE,TENSÃO,ANGÚSTIA
constringir,ANSIEDADE,TENSÃO,ANGÚSTIA
desasossegado,ANSIEDADE,TENSÃO,ANGÚSTIA
desasossegar,ANSIEDADE,TENSÃO,ANGÚSTIA
desasossego,ANSIEDADE,TENSÃO,ANGÚSTIA
desconchavar,ANSIEDADE,TENSÃO,ANGÚSTIA
desconchavo,ANSIEDADE,TENSÃO,ANGÚSTIA
desembestar,ANSIEDADE,TENSÃO,ANGÚSTIA
desesperação,ANSIEDADE,TENSÃO,ANGÚSTIA
enlouquecer,ANSIEDADE,TENSÃO,ANGÚSTIA
enlouquecido,ANSIEDADE,TENSÃO,ANGÚSTIA
enlouquecimento,ANSIEDADE,TENSÃO,ANGÚSTIA
esmagador,ANSIEDADE,TENSÃO,ANGÚSTIA
esmagamento,ANSIEDADE,TENSÃO,ANGÚSTIA
esmagar,ANSIEDADE,TENSÃO,ANGÚSTIA
forçado,ANSIEDADE,TENSÃO,ANGÚSTIA
forçar,ANSIEDADE,TENSÃO,ANGÚSTIA
opressão,ANSIEDADE,TENSÃO,ANGÚSTIA
opressivamente,ANSIEDADE,TENSÃO,ANGÚSTIA
opressivo,ANSIEDADE,TENSÃO,ANGÚSTIA
opressor,ANSIEDADE,TENSÃO,ANGÚSTIA
oprimente,ANSIEDADE,TENSÃO,ANGÚSTIA
oprimido,ANSIEDADE,TENSÃO,ANGÚSTIA
oprimir,ANSIEDADE,TENSÃO,ANGÚSTIA
orprimido,ANSIEDADE,TENSÃO,ANGÚSTIA
pânico,ANSIEDADE,TENSÃO,ANGÚSTIA
sobressaltado,ANSIEDADE,TENSÃO,ANGÚSTIA
sobressaltar,ANSIEDADE,TENSÃO,ANGÚSTIA
sobressalto,ANSIEDADE,TENSÃO,ANGÚSTIA
sufocação,ANSIEDADE,TENSÃO,ANGÚSTIA
sufocamento,ANSIEDADE,TENSÃO,ANGÚSTIA
sufocante,ANSIEDADE,TENSÃO,ANGÚSTIA
sufocar,ANSIEDADE,TENSÃO,ANGÚSTIA
sufoco,ANSIEDADE,TENSÃO,ANGÚSTIA
transe,ANSIEDADE,TENSÃO,ANGÚSTIA
alarido,ANSIEDADE,TENSÃO,INQUIETUDE
alarmante,ANSIEDADE,TENSÃO,INQUIETUDE
alarmar,ANSIEDADE,TENSÃO,INQUIETUDE
alarme,ANSIEDADE,TENSÃO,INQUIETUDE
alarmismo,ANSIEDADE,TENSÃO,INQUIETUDE
alarmista,ANSIEDADE,TENSÃO,INQUIETUDE
apreensão,ANSIEDADE,TENSÃO,INQUIETUDE
apreensivo,ANSIEDADE,TENSÃO,INQUIETUDE
contracção,ANSIEDADE,TENSÃO,INQUIETUDE
contraído,ANSIEDADE,TENSÃO,INQUIETUDE
contrair,ANSIEDADE,TENSÃO,INQUIETUDE
desinquietação,ANSIEDADE,TENSÃO,INQUIETUDE
desinquietar,ANSIEDADE,TENSÃO,INQUIETUDE
desinquieto,ANSIEDADE,TENSÃO,INQUIETUDE
esbaforido,ANSIEDADE,TENSÃO,INQUIETUDE
esbaforir,ANSIEDADE,TENSÃO,INQUIETUDE
hipertensão,ANSIEDADE,TENSÃO,INQUIETUDE
hipertenso,ANSIEDADE,TENSÃO,INQUIETUDE
inquietação,ANSIEDADE,TENSÃO,INQUIETUDE
inquietante,ANSIEDADE,TENSÃO,INQUIETUDE
inquietar,ANSIEDADE,TENSÃO,INQUIETUDE
inquieto,ANSIEDADE,TENSÃO,INQUIETUDE
inquietude,ANSIEDADE,TENSÃO,INQUIETUDE
opositor,ANSIEDADE,TENSÃO,INQUIETUDE
perigo,ANSIEDADE,TENSÃO,INQUIETUDE
perigosamente,ANSIEDADE,TENSÃO,INQUIETUDE
perigosidade,ANSIEDADE,TENSÃO,INQUIETUDE
perigoso,ANSIEDADE,TENSÃO,INQUIETUDE
perseguição,ANSIEDADE,TENSÃO,INQUIETUDE
perseguir,ANSIEDADE,TENSÃO,INQUIETUDE
preocupação,ANSIEDADE,TENSÃO,INQUIETUDE
preocupada,ANSIEDADE,TENSÃO,INQUIETUDE
preocupadamente,ANSIEDADE,TENSÃO,INQUIETUDE
preocupado,ANSIEDADE,TENSÃO,INQUIETUDE
preocupante,ANSIEDADE,TENSÃO,INQUIETUDE
preocupar,ANSIEDADE,TENSÃO,INQUIETUDE
pressagiar,ANSIEDADE,TENSÃO,INQUIETUDE
presságio,ANSIEDADE,TENSÃO,INQUIETUDE
pressagioso,ANSIEDADE,TENSÃO,INQUIETUDE
pressão,ANSIEDADE,TENSÃO,INQUIETUDE
pressentimento,ANSIEDADE,TENSÃO,INQUIETUDE
pressentir,ANSIEDADE,TENSÃO,INQUIETUDE
pressionado,ANSIEDADE,TENSÃO,INQUIETUDE
pressionar,ANSIEDADE,TENSÃO,INQUIETUDE
stress,ANSIEDADE,TENSÃO,INQUIETUDE
stressado,ANSIEDADE,TENSÃO,INQUIETUDE
stressante,ANSIEDADE,TENSÃO,INQUIETUDE
stressar,ANSIEDADE,TENSÃO,INQUIETUDE
suspeita,ANSIEDADE,TENSÃO,INQUIETUDE
suspeitar,ANSIEDADE,TENSÃO,INQUIETUDE
suspeito,ANSIEDADE,TENSÃO,INQUIETUDE
suspeitoso,ANSIEDADE,TENSÃO,INQUIETUDE
suspense,ANSIEDADE,TENSÃO,INQUIETUDE
suspenso,ANSIEDADE,TENSÃO,INQUIETUDE
tensa,ANSIEDADE,TENSÃO,INQUIETUDE
tensão,ANSIEDADE,TENSÃO,INQUIETUDE
tensão nervosa,ANSIEDADE,TENSÃO,INQUIETUDE
tenso,ANSIEDADE,TENSÃO,INQUIETUDE
abananado,SURPRESA,,
abananar,SURPRESA,,
admiração,SURPRESA,,
admirado,SURPRESA,,
embasbacado,SURPRESA,,
embasbacar,SURPRESA,,
espantado,SURPRESA,,
espantar,SURPRESA,,
espanto,SURPRESA,,
espantosamente,SURPRESA,,
espantoso,SURPRESA,,
espectacular,SURPRESA,,
espectacularmente,SURPRESA,,
estupefacto,SURPRESA,,
imprevisto,SURPRESA,,
inesperadamente,SURPRESA,,
inesperado,SURPRESA,,
pasmado,SURPRESA,,
pasmar,SURPRESA,,
pasmo,SURPRESA,,
sideração,SURPRESA,,
siderado,SURPRESA,,
siderar,SURPRESA,,
sobressaltado,SURPRESA,,
sobressaltar,SURPRESA,,
sobressalto,SURPRESA,,
surpreendente,SURPRESA,,
surpreendentemente,SURPRESA,,
surpreender,SURPRESA,,
surpreendido,SURPRESA,,
surpresa,SURPRESA,,
surpreso,SURPRESA,,
afetado,EMOÇÕES NÃO ESPECÍFICAS,,
afetar,EMOÇÕES NÃO ESPECÍFICAS,,
agudizar,EMOÇÕES NÃO ESPECÍFICAS,,
aperfeiçoamento,EMOÇÕES NÃO ESPECÍFICAS,,
aperfeiçoar,EMOÇÕES NÃO ESPECÍFICAS,,
arrepiado,EMOÇÕES NÃO ESPECÍFICAS,,
arrepio,EMOÇÕES NÃO ESPECÍFICAS,,
arrepios,EMOÇÕES NÃO ESPECÍFICAS,,
atenção,EMOÇÕES NÃO ESPECÍFICAS,,
atento,EMOÇÕES NÃO ESPECÍFICAS,,
atitude,EMOÇÕES NÃO ESPECÍFICAS,,
avermelhado,EMOÇÕES NÃO ESPECÍFICAS,,
avermelhar,EMOÇÕES NÃO ESPECÍFICAS,,
avivar,EMOÇÕES NÃO ESPECÍFICAS,,
beatificação,EMOÇÕES NÃO ESPECÍFICAS,,
beatificar,EMOÇÕES NÃO ESPECÍFICAS,,
beato,EMOÇÕES NÃO ESPECÍFICAS,,
bênção,EMOÇÕES NÃO ESPECÍFICAS,,
bendito,EMOÇÕES NÃO ESPECÍFICAS,,
boémia,EMOÇÕES NÃO ESPECÍFICAS,,
boémio,EMOÇÕES NÃO ESPECÍFICAS,,
borrachão,EMOÇÕES NÃO ESPECÍFICAS,,
borracheira,EMOÇÕES NÃO ESPECÍFICAS,,
comovente,EMOÇÕES NÃO ESPECÍFICAS,,
comover,EMOÇÕES NÃO ESPECÍFICAS,,
comovido,EMOÇÕES NÃO ESPECÍFICAS,,
corar,EMOÇÕES NÃO ESPECÍFICAS,,
criatividade,EMOÇÕES NÃO ESPECÍFICAS,,
criativo,EMOÇÕES NÃO ESPECÍFICAS,,
descoberta,EMOÇÕES NÃO ESPECÍFICAS,,
descobridor,EMOÇÕES NÃO ESPECÍFICAS,,
descobrimento,EMOÇÕES NÃO ESPECÍFICAS,,
descobrir,EMOÇÕES NÃO ESPECÍFICAS,,
descompassadamente,EMOÇÕES NÃO ESPECÍFICAS,,
descompassado,EMOÇÕES NÃO ESPECÍFICAS,,
desconhecer,EMOÇÕES NÃO ESPECÍFICAS,,
desconhecimento,EMOÇÕES NÃO ESPECÍFICAS,,
desencontrar,EMOÇÕES NÃO ESPECÍFICAS,,
desencontro,EMOÇÕES NÃO ESPECÍFICAS,,
desgrudar,EMOÇÕES NÃO ESPECÍFICAS,,
desígnio,EMOÇÕES NÃO ESPECÍFICAS,,
desigualdade,EMOÇÕES NÃO ESPECÍFICAS,,
desmaiar,EMOÇÕES NÃO ESPECÍFICAS,,
desmaio,EMOÇÕES NÃO ESPECÍFICAS,,
desmascaramento,EMOÇÕES NÃO ESPECÍFICAS,,
desmascarar,EMOÇÕES NÃO ESPECÍFICAS,,
desmesuradamente,EMOÇÕES NÃO ESPECÍFICAS,,
despedida,EMOÇÕES NÃO ESPECÍFICAS,,
despedimento,EMOÇÕES NÃO ESPECÍFICAS,,
despedir,EMOÇÕES NÃO ESPECÍFICAS,,
deus,EMOÇÕES NÃO ESPECÍFICAS,,
devoção,EMOÇÕES NÃO ESPECÍFICAS,,
dificíl,EMOÇÕES NÃO ESPECÍFICAS,,
diminuição,EMOÇÕES NÃO ESPECÍFICAS,,
diminuir,EMOÇÕES NÃO ESPECÍFICAS,,
divindade,EMOÇÕES NÃO ESPECÍFICAS,,
divinização,EMOÇÕES NÃO ESPECÍFICAS,,
divinizar,EMOÇÕES NÃO ESPECÍFICAS,,
divino,EMOÇÕES NÃO ESPECÍFICAS,,
eliminação,EMOÇÕES NÃO ESPECÍFICAS,,
eliminar,EMOÇÕES NÃO ESPECÍFICAS,,
emergência,EMOÇÕES NÃO ESPECÍFICAS,,
emoção,EMOÇÕES NÃO ESPECÍFICAS,,
emocionada,EMOÇÕES NÃO ESPECÍFICAS,,
emocionado,EMOÇÕES NÃO ESPECÍFICAS,,
emocional,EMOÇÕES NÃO ESPECÍFICAS,,
emocionalmente,EMOÇÕES NÃO ESPECÍFICAS,,
emocionante,EMOÇÕES NÃO ESPECÍFICAS,,
emocionar,EMOÇÕES NÃO ESPECÍFICAS,,
emotividade,EMOÇÕES NÃO ESPECÍFICAS,,
emotivo,EMOÇÕES NÃO ESPECÍFICAS,,
empalidecer,EMOÇÕES NÃO ESPECÍFICAS,,
encarceração,EMOÇÕES NÃO ESPECÍFICAS,,
encarceramento,EMOÇÕES NÃO ESPECÍFICAS,,
encarcerar,EMOÇÕES NÃO ESPECÍFICAS,,
encarecidamente,EMOÇÕES NÃO ESPECÍFICAS,,
encarecimento,EMOÇÕES NÃO ESPECÍFICAS,,
enclausurar,EMOÇÕES NÃO ESPECÍFICAS,,
enfezado,EMOÇÕES NÃO ESPECÍFICAS,,
enfezar,EMOÇÕES NÃO ESPECÍFICAS,,
enforcado,EMOÇÕES NÃO ESPECÍFICAS,,
enforcamento,EMOÇÕES NÃO ESPECÍFICAS,,
enforcar,EMOÇÕES NÃO ESPECÍFICAS,,
enfrascado,EMOÇÕES NÃO ESPECÍFICAS,,
engendração,EMOÇÕES NÃO ESPECÍFICAS,,
engendrar,EMOÇÕES NÃO ESPECÍFICAS,,
engrandecer,EMOÇÕES NÃO ESPECÍFICAS,,
engrandecimento,EMOÇÕES NÃO ESPECÍFICAS,,
engravidar,EMOÇÕES NÃO ESPECÍFICAS,,
engravidecer,EMOÇÕES NÃO ESPECÍFICAS,,
enorme,EMOÇÕES NÃO ESPECÍFICAS,,
enriquecer,EMOÇÕES NÃO ESPECÍFICAS,,
enriquecimento,EMOÇÕES NÃO ESPECÍFICAS,,
entravamento,EMOÇÕES NÃO ESPECÍFICAS,,
entravar,EMOÇÕES NÃO ESPECÍFICAS,,
entrave,EMOÇÕES NÃO ESPECÍFICAS,,
entrelaçamento,EMOÇÕES NÃO ESPECÍFICAS,,
entrelaçar,EMOÇÕES NÃO ESPECÍFICAS,,
envolvimento,EMOÇÕES NÃO ESPECÍFICAS,,
erradicação,EMOÇÕES NÃO ESPECÍFICAS,,
erradicar,EMOÇÕES NÃO ESPECÍFICAS,,
escrita,EMOÇÕES NÃO ESPECÍFICAS,,
escurecer,EMOÇÕES NÃO ESPECÍFICAS,,
escuridão,EMOÇÕES NÃO ESPECÍFICAS,,
escuro,EMOÇÕES NÃO ESPECÍFICAS,,
esmerar,EMOÇÕES NÃO ESPECÍFICAS,,
espasmo,EMOÇÕES NÃO ESPECÍFICAS,,
espiritismo,EMOÇÕES NÃO ESPECÍFICAS,,
espiritista,EMOÇÕES NÃO ESPECÍFICAS,,
espírito,EMOÇÕES NÃO ESPECÍFICAS,,
espiritual,EMOÇÕES NÃO ESPECÍFICAS,,
espiritualidade,EMOÇÕES NÃO ESPECÍFICAS,,
espiritualismo,EMOÇÕES NÃO ESPECÍFICAS,,
espiritualista,EMOÇÕES NÃO ESPECÍFICAS,,
espiritualizar,EMOÇÕES NÃO ESPECÍFICAS,,
espiritualmente,EMOÇÕES NÃO ESPECÍFICAS,,
espirituosamente,EMOÇÕES NÃO ESPECÍFICAS,,
estado,EMOÇÕES NÃO ESPECÍFICAS,,
estagnação,EMOÇÕES NÃO ESPECÍFICAS,,
estagnar,EMOÇÕES NÃO ESPECÍFICAS,,
estremecer,EMOÇÕES NÃO ESPECÍFICAS,,
estremecido,EMOÇÕES NÃO ESPECÍFICAS,,
estremecimento,EMOÇÕES NÃO ESPECÍFICAS,,
estupidamente,EMOÇÕES NÃO ESPECÍFICAS,,
estupidez,EMOÇÕES NÃO ESPECÍFICAS,,
estupidificar,EMOÇÕES NÃO ESPECÍFICAS,,
estúpido,EMOÇÕES NÃO ESPECÍFICAS,,
eutanásia,EMOÇÕES NÃO ESPECÍFICAS,,
evangelho,EMOÇÕES NÃO ESPECÍFICAS,,
exceder,EMOÇÕES NÃO ESPECÍFICAS,,
excessivamente,EMOÇÕES NÃO ESPECÍFICAS,,
excessivo,EMOÇÕES NÃO ESPECÍFICAS,,
excesso,EMOÇÕES NÃO ESPECÍFICAS,,
excitabilidade,EMOÇÕES NÃO ESPECÍFICAS,,
excitação,EMOÇÕES NÃO ESPECÍFICAS,,
excitado,EMOÇÕES NÃO ESPECÍFICAS,,
excitante,EMOÇÕES NÃO ESPECÍFICAS,,
excitar,EMOÇÕES NÃO ESPECÍFICAS,,
excitável,EMOÇÕES NÃO ESPECÍFICAS,,
expectativa,EMOÇÕES NÃO ESPECÍFICAS,,
expressão,EMOÇÕES NÃO ESPECÍFICAS,,
expressividade,EMOÇÕES NÃO ESPECÍFICAS,,
expressivo,EMOÇÕES NÃO ESPECÍFICAS,,
fácil,EMOÇÕES NÃO ESPECÍFICAS,,
facilidade,EMOÇÕES NÃO ESPECÍFICAS,,
fado,EMOÇÕES NÃO ESPECÍFICAS,,
fanático,EMOÇÕES NÃO ESPECÍFICAS,,
fanatismo,EMOÇÕES NÃO ESPECÍFICAS,,
fanatizar,EMOÇÕES NÃO ESPECÍFICAS,,
fartamente,EMOÇÕES NÃO ESPECÍFICAS,,
fartar,EMOÇÕES NÃO ESPECÍFICAS,,
farto,EMOÇÕES NÃO ESPECÍFICAS,,
fé,EMOÇÕES NÃO ESPECÍFICAS,,
fervoroso,EMOÇÕES NÃO ESPECÍFICAS,,
fidedigno,EMOÇÕES NÃO ESPECÍFICAS,,
fogo,EMOÇÕES NÃO ESPECÍFICAS,,
forte,EMOÇÕES NÃO ESPECÍFICAS,,
ganhar,EMOÇÕES NÃO ESPECÍFICAS,,
ganho,EMOÇÕES NÃO ESPECÍFICAS,,
grande,EMOÇÕES NÃO ESPECÍFICAS,,
grandeza,EMOÇÕES NÃO ESPECÍFICAS,,
grandioso,EMOÇÕES NÃO ESPECÍFICAS,,
grave,EMOÇÕES NÃO ESPECÍFICAS,,
gravidade,EMOÇÕES NÃO ESPECÍFICAS,,
gritar,EMOÇÕES NÃO ESPECÍFICAS,,
grito,EMOÇÕES NÃO ESPECÍFICAS,,
gula,EMOÇÕES NÃO ESPECÍFICAS,,
hiperexcitabilidade,EMOÇÕES NÃO ESPECÍFICAS,,
humor,EMOÇÕES NÃO ESPECÍFICAS,,
ideal,EMOÇÕES NÃO ESPECÍFICAS,,
idealismo,EMOÇÕES NÃO ESPECÍFICAS,,
idealização,EMOÇÕES NÃO ESPECÍFICAS,,
idealizar,EMOÇÕES NÃO ESPECÍFICAS,,
idílio,EMOÇÕES NÃO ESPECÍFICAS,,
igreja,EMOÇÕES NÃO ESPECÍFICAS,,
imortal,EMOÇÕES NÃO ESPECÍFICAS,,
imortalidade,EMOÇÕES NÃO ESPECÍFICAS,,
imortalização,EMOÇÕES NÃO ESPECÍFICAS,,
imortalizar,EMOÇÕES NÃO ESPECÍFICAS,,
importante,EMOÇÕES NÃO ESPECÍFICAS,,
impressão,EMOÇÕES NÃO ESPECÍFICAS,,
impressionante,EMOÇÕES NÃO ESPECÍFICAS,,
impressionar,EMOÇÕES NÃO ESPECÍFICAS,,
impressionável,EMOÇÕES NÃO ESPECÍFICAS,,
impulsão,EMOÇÕES NÃO ESPECÍFICAS,,
impulsivamente,EMOÇÕES NÃO ESPECÍFICAS,,
impulsividade,EMOÇÕES NÃO ESPECÍFICAS,,
impulsivo,EMOÇÕES NÃO ESPECÍFICAS,,
inferir,EMOÇÕES NÃO ESPECÍFICAS,,
inspiração,EMOÇÕES NÃO ESPECÍFICAS,,
inspirado,EMOÇÕES NÃO ESPECÍFICAS,,
inspirar,EMOÇÕES NÃO ESPECÍFICAS,,
inteligência,EMOÇÕES NÃO ESPECÍFICAS,,
inteligente,EMOÇÕES NÃO ESPECÍFICAS,,
judas,EMOÇÕES NÃO ESPECÍFICAS,,
machismo,EMOÇÕES NÃO ESPECÍFICAS,,
machista,EMOÇÕES NÃO ESPECÍFICAS,,
máfia,EMOÇÕES NÃO ESPECÍFICAS,,
mafioso,EMOÇÕES NÃO ESPECÍFICAS,,
maior,EMOÇÕES NÃO ESPECÍFICAS,,
maioral,EMOÇÕES NÃO ESPECÍFICAS,,
maioria,EMOÇÕES NÃO ESPECÍFICAS,,
maioritário,EMOÇÕES NÃO ESPECÍFICAS,,
mais,EMOÇÕES NÃO ESPECÍFICAS,,
mal,EMOÇÕES NÃO ESPECÍFICAS,,
masculinidade,EMOÇÕES NÃO ESPECÍFICAS,,
masculino,EMOÇÕES NÃO ESPECÍFICAS,,
máxima,EMOÇÕES NÃO ESPECÍFICAS,,
maximamente,EMOÇÕES NÃO ESPECÍFICAS,,
maximizar,EMOÇÕES NÃO ESPECÍFICAS,,
máximo,EMOÇÕES NÃO ESPECÍFICAS,,
médio,EMOÇÕES NÃO ESPECÍFICAS,,
medíocre,EMOÇÕES NÃO ESPECÍFICAS,,
mediocremente,EMOÇÕES NÃO ESPECÍFICAS,,
mediocridade,EMOÇÕES NÃO ESPECÍFICAS,,
melhor,EMOÇÕES NÃO ESPECÍFICAS,,
melhoramento,EMOÇÕES NÃO ESPECÍFICAS,,
melhorar,EMOÇÕES NÃO ESPECÍFICAS,,
menor,EMOÇÕES NÃO ESPECÍFICAS,,
menoridade,EMOÇÕES NÃO ESPECÍFICAS,,
menos,EMOÇÕES NÃO ESPECÍFICAS,,
mercê,EMOÇÕES NÃO ESPECÍFICAS,,
minoria,EMOÇÕES NÃO ESPECÍFICAS,,
moralidade,EMOÇÕES NÃO ESPECÍFICAS,,
moralista,EMOÇÕES NÃO ESPECÍFICAS,,
moralização,EMOÇÕES NÃO ESPECÍFICAS,,
moralizante,EMOÇÕES NÃO ESPECÍFICAS,,
moralizar,EMOÇÕES NÃO ESPECÍFICAS,,
moralmente,EMOÇÕES NÃO ESPECÍFICAS,,
muita,EMOÇÕES NÃO ESPECÍFICAS,,
muitas,EMOÇÕES NÃO ESPECÍFICAS,,
muito,EMOÇÕES NÃO ESPECÍFICAS,,
muitos,EMOÇÕES NÃO ESPECÍFICAS,,
mundanidade,EMOÇÕES NÃO ESPECÍFICAS,,
mundanismo,EMOÇÕES NÃO ESPECÍFICAS,,
mundano,EMOÇÕES NÃO ESPECÍFICAS,,
natural,EMOÇÕES NÃO ESPECÍFICAS,,
naturalidade,EMOÇÕES NÃO ESPECÍFICAS,,
naturalismo,EMOÇÕES NÃO ESPECÍFICAS,,
naturalista,EMOÇÕES NÃO ESPECÍFICAS,,
naturalmente,EMOÇÕES NÃO ESPECÍFICAS,,
natureza,EMOÇÕES NÃO ESPECÍFICAS,,
ninguém,EMOÇÕES NÃO ESPECÍFICAS,,
notoriamente,EMOÇÕES NÃO ESPECÍFICAS,,
notoriedade,EMOÇÕES NÃO ESPECÍFICAS,,
notório,EMOÇÕES NÃO ESPECÍFICAS,,
obstrução,EMOÇÕES NÃO ESPECÍFICAS,,
obstrucionismo,EMOÇÕES NÃO ESPECÍFICAS,,
obstruir,EMOÇÕES NÃO ESPECÍFICAS,,
ofegante,EMOÇÕES NÃO ESPECÍFICAS,,
ofegar,EMOÇÕES NÃO ESPECÍFICAS,,
orgulho,EMOÇÕES NÃO ESPECÍFICAS,,
orgulhosamente,EMOÇÕES NÃO ESPECÍFICAS,,
orgulhoso,EMOÇÕES NÃO ESPECÍFICAS,,
palidamente,EMOÇÕES NÃO ESPECÍFICAS,,
palidez,EMOÇÕES NÃO ESPECÍFICAS,,
pálido,EMOÇÕES NÃO ESPECÍFICAS,,
palpitação,EMOÇÕES NÃO ESPECÍFICAS,,
palpitante,EMOÇÕES NÃO ESPECÍFICAS,,
palpitar,EMOÇÕES NÃO ESPECÍFICAS,,
parcial,EMOÇÕES NÃO ESPECÍFICAS,,
parcialidade,EMOÇÕES NÃO ESPECÍFICAS,,
parcialmente,EMOÇÕES NÃO ESPECÍFICAS,,
pecado,EMOÇÕES NÃO ESPECÍFICAS,,
pecador,EMOÇÕES NÃO ESPECÍFICAS,,
pecaminosamente,EMOÇÕES NÃO ESPECÍFICAS,,
pecaminoso,EMOÇÕES NÃO ESPECÍFICAS,,
pecar,EMOÇÕES NÃO ESPECÍFICAS,,
pensador,EMOÇÕES NÃO ESPECÍFICAS,,
pensamento,EMOÇÕES NÃO ESPECÍFICAS,,
pensante,EMOÇÕES NÃO ESPECÍFICAS,,
pensar,EMOÇÕES NÃO ESPECÍFICAS,,
pensativo,EMOÇÕES NÃO ESPECÍFICAS,,
pequenez,EMOÇÕES NÃO ESPECÍFICAS,,
pequeneza,EMOÇÕES NÃO ESPECÍFICAS,,
pequeno,EMOÇÕES NÃO ESPECÍFICAS,,
personalidade,EMOÇÕES NÃO ESPECÍFICAS,,
persuadir,EMOÇÕES NÃO ESPECÍFICAS,,
persuasão,EMOÇÕES NÃO ESPECÍFICAS,,
persuasivo,EMOÇÕES NÃO ESPECÍFICAS,,
pesado,EMOÇÕES NÃO ESPECÍFICAS,,
pior,EMOÇÕES NÃO ESPECÍFICAS,,
piorar,EMOÇÕES NÃO ESPECÍFICAS,,
pouco,EMOÇÕES NÃO ESPECÍFICAS,,
prevenir,EMOÇÕES NÃO ESPECÍFICAS,,
preventivamente,EMOÇÕES NÃO ESPECÍFICAS,,
preventivo,EMOÇÕES NÃO ESPECÍFICAS,,
pulsão,EMOÇÕES NÃO ESPECÍFICAS,,
reacção,EMOÇÕES NÃO ESPECÍFICAS,,
reagir,EMOÇÕES NÃO ESPECÍFICAS,,
realista,EMOÇÕES NÃO ESPECÍFICAS,,
reflectir,EMOÇÕES NÃO ESPECÍFICAS,,
reflexão,EMOÇÕES NÃO ESPECÍFICAS,,
saudade,EMOÇÕES NÃO ESPECÍFICAS,,
sensível,EMOÇÕES NÃO ESPECÍFICAS,,
sentimental,EMOÇÕES NÃO ESPECÍFICAS,,
sentimentalidade,EMOÇÕES NÃO ESPECÍFICAS,,
sentimento,EMOÇÕES NÃO ESPECÍFICAS,,
sentir,EMOÇÕES NÃO ESPECÍFICAS,,
séria,EMOÇÕES NÃO ESPECÍFICAS,,
sério,EMOÇÕES NÃO ESPECÍFICAS,,
simples,EMOÇÕES NÃO ESPECÍFICAS,,
simplesmente,EMOÇÕES NÃO ESPECÍFICAS,,
suar,EMOÇÕES NÃO ESPECÍFICAS,,
sudação,EMOÇÕES NÃO ESPECÍFICAS,,
suor,EMOÇÕES NÃO ESPECÍFICAS,,
superexcitabilidade,EMOÇÕES NÃO ESPECÍFICAS,,
