sent5,sent5_10,sent10,num_per,num_loc,num_org,VERB,ADJ,NOUN,ADV,racista,argumentativo,pressuposicao,possibilidade_necessidade,opiniao_valoracao,erros_ort,char_len,positivos,negativos,ÓDIO,AGRESSIVIDADE,AFEIÇÃO,GENTILEZA
0,3,4,0.031914893617021274,0.010638297872340425,0.015957446808510637,0.10106382978723404,0.031914893617021274,0.2074468085106383,0.015957446808510637,0,0.07446808510638298,0.015957446808510637,0.005319148936170213,0.0,0.09574468085106383,769,0.010638297872340425,0.031914893617021274,0.0,0.0,0.0,0.0
1,3,6,0.0,0.0,0.009009009009009009,0.1036036036036036,0.04054054054054054,0.23873873873873874,0.04504504504504504,1,0.11261261261261261,0.009009009009009009,0.0,0.02252252252252252,0.12162162162162163,962,0.02252252252252252,0.03153153153153153,0.009009009009009009,0.0045045045045045045,0.0,0.0
3,5,2,0.041379310344827586,0.020689655172413793,0.0,0.12413793103448276,0.027586206896551724,0.13793103448275862,0.08275862068965517,0,0.13793103448275862,0.041379310344827586,0.0,0.027586206896551724,0.1793103448275862,556,0.027586206896551724,0.006896551724137931,0.0,0.0,0.0,0.0
5,4,1,0.014814814814814815,0.0,0.0,0.16296296296296298,0.022222222222222223,0.18518518518518517,0.05185185185185185,1,0.15555555555555556,0.014814814814814815,0.0,0.022222222222222223,0.11851851851851852,560,0.02962962962962963,0.014814814814814815,0.007407407407407408,0.0,0.0,0.0
5,3,2,0.03225806451612903,0.0,0.03225806451612903,0.0967741935483871,0.056451612903225805,0.1693548387096774,0.03225806451612903,1,0.10483870967741936,0.016129032258064516,0.0,0.0,0.12903225806451613,492,0.024193548387096774,0.056451612903225805,0.0,0.016129032258064516,0.0,0.0
4,3,1,0.09782608695652174,0.0,0.0,0.16304347826086957,0.043478260869565216,0.18478260869565216,0.043478260869565216,1,0.15217391304347827,0.021739130434782608,0.0,0.03260869565217391,0.10869565217391304,381,0.03260869565217391,0.05434782608695652,0.0,0.0,0.0,0.0
10,7,4,0.02197802197802198,0.014652014652014652,0.01098901098901099,0.11355311355311355,0.054945054945054944,0.19047619047619047,0.05128205128205128,2,0.14285714285714285,0.007326007326007326,0.003663003663003663,0.018315018315018316,0.17216117216117216,1125,0.05860805860805861,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0
1,4,3,0.031746031746031744,0.007936507936507936,0.015873015873015872,0.11904761904761904,0.06349206349206349,0.1746031746031746,0.031746031746031744,0,0.15079365079365079,0.023809523809523808,0.0,0.007936507936507936,0.11904761904761904,550,0.07936507936507936,0.05555555555555555,0.007936507936507936,0.0,0.0,0.0
8,9,4,0.013468013468013467,0.013468013468013467,0.006734006734006734,0.13468013468013468,0.04713804713804714,0.18518518518518517,0.04040404040404041,3,0.13804713804713806,0.006734006734006734,0.003367003367003367,0.030303030303030304,0.09090909090909091,1163,0.013468013468013467,0.013468013468013467,0.0,0.0,0.003367003367003367,0.0
2,4,2,0.01935483870967742,0.025806451612903226,0.01935483870967742,0.12903225806451613,0.01935483870967742,0.15483870967741936,0.03225806451612903,0,0.10967741935483871,0.012903225806451613,0.0,0.01935483870967742,0.18064516129032257,604,0.012903225806451613,0.01935483870967742,0.0,0.0,0.0064516129032258064,0.0
1,1,5,0.04020100502512563,0.020100502512562814,0.04522613065326633,0.08040201005025126,0.01507537688442211,0.1407035175879397,0.020100502512562814,1,0.07537688442211055,0.0,0.0,0.005025125628140704,0.22613065326633167,837,0.005025125628140704,0.02512562814070352,0.0,0.005025125628140704,0.0,0.0
3,2,4,0.02857142857142857,0.02142857142857143,0.014285714285714285,0.15714285714285714,0.05,0.20714285714285716,0.0,3,0.11428571428571428,0.03571428571428571,0.014285714285714285,0.007142857142857143,0.16428571428571428,627,0.03571428571428571,0.05714285714285714,0.0,0.02142857142857143,0.0,0.0
9,3,3,0.041916167664670656,0.011976047904191617,0.005988023952095809,0.1377245508982036,0.05389221556886228,0.17365269461077845,0.041916167664670656,2,0.17365269461077845,0.011976047904191617,0.0,0.005988023952095809,0.2275449101796407,759,0.04790419161676647,0.041916167664670656,0.0,0.0,0.005988023952095809,0.0
5,9,10,0.02936857562408223,0.011747430249632892,0.023494860499265784,0.0881057268722467,0.030837004405286344,0.16593245227606462,0.049926578560939794,2,0.08370044052863436,0.013215859030837005,0.002936857562408223,0.02936857562408223,0.09397944199706314,2845,0.01908957415565345,0.01762114537444934,0.0014684287812041115,0.0,0.0014684287812041115,0.0
3,3,5,0.024390243902439025,0.014634146341463415,0.03902439024390244,0.11219512195121951,0.01951219512195122,0.17560975609756097,0.06341463414634146,0,0.17073170731707318,0.014634146341463415,0.0,0.004878048780487805,0.05853658536585366,842,0.02926829268292683,0.03414634146341464,0.00975609756097561,0.0,0.004878048780487805,0.004878048780487805
2,3,2,0.023255813953488372,0.031007751937984496,0.0,0.08527131782945736,0.06201550387596899,0.26356589147286824,0.023255813953488372,1,0.13953488372093023,0.007751937984496124,0.0,0.007751937984496124,0.06976744186046512,589,0.023255813953488372,0.06201550387596899,0.0,0.0,0.0,0.0
2,2,4,0.011363636363636364,0.022727272727272728,0.0,0.10795454545454546,0.09659090909090909,0.23295454545454544,0.022727272727272728,2,0.09090909090909091,0.0,0.005681818181818182,0.011363636363636364,0.125,820,0.03977272727272727,0.017045454545454544,0.0,0.005681818181818182,0.0,0.0
0,4,3,0.021897810218978103,0.06569343065693431,0.021897810218978103,0.1386861313868613,0.043795620437956206,0.19708029197080293,0.0,0,0.12408759124087591,0.0072992700729927005,0.0,0.0072992700729927005,0.014598540145985401,704,0.0,0.043795620437956206,0.0,0.0,0.0,0.0
2,6,5,0.03663003663003663,0.03296703296703297,0.018315018315018316,0.08058608058608059,0.02197802197802198,0.21611721611721613,0.014652014652014652,3,0.08791208791208792,0.01098901098901099,0.003663003663003663,0.007326007326007326,0.0989010989010989,1169,0.01098901098901099,0.029304029304029304,0.0,0.003663003663003663,0.0,0.0
5,2,5,0.0,0.015384615384615385,0.010256410256410256,0.1282051282051282,0.06666666666666667,0.20512820512820512,0.02564102564102564,2,0.1076923076923077,0.015384615384615385,0.0,0.020512820512820513,0.10256410256410256,908,0.010256410256410256,0.03076923076923077,0.0,0.005128205128205128,0.0,0.0
4,3,4,0.06976744186046512,0.005813953488372093,0.01744186046511628,0.0872093023255814,0.046511627906976744,0.1511627906976744,0.0,2,0.09302325581395349,0.0,0.0,0.005813953488372093,0.14534883720930233,676,0.01744186046511628,0.023255813953488372,0.0,0.0,0.0,0.0
8,2,16,0.013114754098360656,0.021311475409836064,0.014754098360655738,0.10655737704918032,0.04426229508196721,0.20327868852459016,0.040983606557377046,3,0.10655737704918032,0.009836065573770493,0.011475409836065573,0.022950819672131147,0.09508196721311475,2897,0.022950819672131147,0.014754098360655738,0.001639344262295082,0.001639344262295082,0.0,0.0
3,4,4,0.022988505747126436,0.005747126436781609,0.005747126436781609,0.08045977011494253,0.07471264367816093,0.21264367816091953,0.017241379310344827,0,0.10919540229885058,0.005747126436781609,0.0,0.0,0.1839080459770115,821,0.06896551724137931,0.005747126436781609,0.0,0.0,0.0,0.0
19,9,3,0.005649717514124294,0.00847457627118644,0.002824858757062147,0.14124293785310735,0.03389830508474576,0.16101694915254236,0.03954802259887006,5,0.11864406779661017,0.005649717514124294,0.002824858757062147,0.00847457627118644,0.1864406779661017,1328,0.0423728813559322,0.01977401129943503,0.0,0.002824858757062147,0.005649717514124294,0.0
3,3,2,0.023809523809523808,0.03968253968253968,0.0,0.10317460317460317,0.03968253968253968,0.18253968253968253,0.03968253968253968,0,0.07142857142857142,0.007936507936507936,0.0,0.015873015873015872,0.0873015873015873,500,0.05555555555555555,0.023809523809523808,0.0,0.0,0.0,0.0
5,5,1,0.04411764705882353,0.0,0.0,0.14705882352941177,0.022058823529411766,0.20588235294117646,0.051470588235294115,2,0.125,0.007352941176470588,0.0,0.029411764705882353,0.20588235294117646,529,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
1,4,5,0.011538461538461539,0.026923076923076925,0.019230769230769232,0.09230769230769231,0.046153846153846156,0.16538461538461538,0.03076923076923077,0,0.07692307692307693,0.015384615384615385,0.007692307692307693,0.011538461538461539,0.11923076923076924,1160,0.019230769230769232,0.03461538461538462,0.0,0.0,0.0,0.0
11,7,0,0.04216867469879518,0.0,0.012048192771084338,0.12650602409638553,0.060240963855421686,0.15060240963855423,0.05421686746987952,1,0.14457831325301204,0.0,0.024096385542168676,0.018072289156626505,0.1566265060240964,599,0.04216867469879518,0.012048192771084338,0.0,0.0,0.0,0.0
5,3,2,0.012903225806451613,0.012903225806451613,0.012903225806451613,0.09032258064516129,0.03870967741935484,0.22580645161290322,0.012903225806451613,1,0.13548387096774195,0.025806451612903226,0.0,0.01935483870967742,0.12903225806451613,661,0.025806451612903226,0.05161290322580645,0.0,0.025806451612903226,0.0064516129032258064,0.0
3,3,4,0.0427807486631016,0.0106951871657754,0.0,0.0962566844919786,0.06417112299465241,0.19786096256684493,0.026737967914438502,1,0.11229946524064172,0.0053475935828877,0.0,0.016042780748663103,0.1497326203208556,760,0.0053475935828877,0.058823529411764705,0.0053475935828877,0.03208556149732621,0.0,0.0
4,1,4,0.02364864864864865,0.04391891891891892,0.016891891891891893,0.07432432432432433,0.030405405405405407,0.19932432432432431,0.02027027027027027,0,0.0777027027027027,0.010135135135135136,0.0,0.006756756756756757,0.12837837837837837,1303,0.0472972972972973,0.02027027027027027,0.0033783783783783786,0.010135135135135136,0.0,0.0
5,3,3,0.015,0.0,0.0,0.115,0.065,0.235,0.055,2,0.1,0.025,0.0,0.015,0.19,859,0.005,0.03,0.0,0.0,0.0,0.0
8,9,1,0.014084507042253521,0.0,0.0,0.11267605633802817,0.06103286384976526,0.11267605633802817,0.07511737089201878,0,0.15023474178403756,0.009389671361502348,0.0,0.023474178403755867,0.19718309859154928,732,0.03755868544600939,0.056338028169014086,0.0,0.009389671361502348,0.0,0.018779342723004695
1,2,4,0.014598540145985401,0.06569343065693431,0.0,0.10948905109489052,0.058394160583941604,0.20437956204379562,0.043795620437956206,3,0.1386861313868613,0.021897810218978103,0.014598540145985401,0.021897810218978103,0.10218978102189781,665,0.0072992700729927005,0.029197080291970802,0.0,0.0072992700729927005,0.0,0.0
6,6,1,0.024539877300613498,0.012269938650306749,0.0,0.1411042944785276,0.024539877300613498,0.15950920245398773,0.05521472392638037,0,0.15337423312883436,0.03067484662576687,0.0,0.018404907975460124,0.1411042944785276,675,0.03067484662576687,0.03680981595092025,0.0,0.0,0.0,0.0
3,7,3,0.034782608695652174,0.008695652173913044,0.0391304347826087,0.07391304347826087,0.034782608695652174,0.16956521739130434,0.008695652173913044,0,0.11739130434782609,0.0,0.0,0.017391304347826087,0.16521739130434782,981,0.013043478260869565,0.004347826086956522,0.0,0.0,0.0,0.0
5,2,5,0.012048192771084338,0.008032128514056224,0.024096385542168676,0.11244979919678715,0.05220883534136546,0.19678714859437751,0.028112449799196786,0,0.10843373493975904,0.004016064257028112,0.0,0.012048192771084338,0.10441767068273092,1094,0.04417670682730924,0.012048192771084338,0.0,0.004016064257028112,0.0,0.0
2,1,5,0.030612244897959183,0.02040816326530612,0.025510204081632654,0.11224489795918367,0.04081632653061224,0.22959183673469388,0.015306122448979591,0,0.061224489795918366,0.015306122448979591,0.0,0.00510204081632653,0.08163265306122448,922,0.04081632653061224,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0
30,23,11,0.027744270205066344,0.009650180940892641,0.006031363088057901,0.1218335343787696,0.05307599517490953,0.158021712907117,0.047044632086851626,9,0.15681544028950542,0.024125452352231604,0.0024125452352231603,0.031363088057901084,0.09650180940892641,3434,0.038600723763570564,0.03498190591073583,0.0024125452352231603,0.0048250904704463205,0.0048250904704463205,0.0024125452352231603
6,4,1,0.042735042735042736,0.008547008547008548,0.017094017094017096,0.07692307692307693,0.02564102564102564,0.13675213675213677,0.017094017094017096,0,0.1623931623931624,0.008547008547008548,0.0,0.008547008547008548,0.13675213675213677,497,0.03418803418803419,0.03418803418803419,0.008547008547008548,0.0,0.0,0.0
12,2,4,0.05327868852459016,0.00819672131147541,0.02459016393442623,0.11065573770491803,0.020491803278688523,0.1598360655737705,0.03278688524590164,0,0.11475409836065574,0.012295081967213115,0.004098360655737705,0.012295081967213115,0.1557377049180328,964,0.01639344262295082,0.03278688524590164,0.0,0.004098360655737705,0.00819672131147541,0.00819672131147541
2,3,3,0.0,0.04,0.0,0.08,0.05333333333333334,0.22,0.04666666666666667,0,0.10666666666666667,0.02666666666666667,0.0,0.006666666666666667,0.16,662,0.02,0.02666666666666667,0.0,0.0,0.0,0.0
4,4,3,0.041176470588235294,0.023529411764705882,0.0058823529411764705,0.08823529411764706,0.03529411764705882,0.19411764705882353,0.01764705882352941,0,0.11176470588235295,0.011764705882352941,0.0,0.011764705882352941,0.17058823529411765,677,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0,0.0
7,4,6,0.028070175438596492,0.0035087719298245615,0.007017543859649123,0.11228070175438597,0.021052631578947368,0.1824561403508772,0.0456140350877193,2,0.10175438596491228,0.021052631578947368,0.0,0.028070175438596492,0.1649122807017544,1064,0.017543859649122806,0.031578947368421054,0.0,0.0035087719298245615,0.0035087719298245615,0.0035087719298245615
0,2,7,0.04946996466431095,0.02120141342756184,0.028268551236749116,0.0989399293286219,0.028268551236749116,0.1872791519434629,0.024734982332155476,0,0.07773851590106007,0.02120141342756184,0.0,0.014134275618374558,0.0812720848056537,1270,0.014134275618374558,0.0176678445229682,0.0,0.0,0.0,0.0
0,6,3,0.056818181818181816,0.005681818181818182,0.03409090909090909,0.13636363636363635,0.011363636363636364,0.1875,0.03977272727272727,1,0.13068181818181818,0.017045454545454544,0.0,0.005681818181818182,0.08522727272727272,754,0.03409090909090909,0.05113636363636364,0.0,0.0,0.0,0.0
5,2,3,0.01935483870967742,0.07096774193548387,0.01935483870967742,0.08387096774193549,0.03225806451612903,0.16774193548387098,0.03870967741935484,4,0.12258064516129032,0.0064516129032258064,0.0,0.0,0.14838709677419354,617,0.012903225806451613,0.03870967741935484,0.0,0.0,0.0,0.0
14,5,3,0.06274509803921569,0.01568627450980392,0.00784313725490196,0.12941176470588237,0.00784313725490196,0.1450980392156863,0.03529411764705882,0,0.13725490196078433,0.0196078431372549,0.0,0.01568627450980392,0.1803921568627451,989,0.023529411764705882,0.01568627450980392,0.0,0.0,0.0,0.0
0,2,4,0.025477707006369428,0.050955414012738856,0.01910828025477707,0.10191082802547771,0.050955414012738856,0.12738853503184713,0.03184713375796178,0,0.09554140127388536,0.01910828025477707,0.006369426751592357,0.03184713375796178,0.11464968152866242,660,0.01910828025477707,0.01910828025477707,0.006369426751592357,0.006369426751592357,0.0,0.0
4,3,3,0.006211180124223602,0.055900621118012424,0.031055900621118012,0.09316770186335403,0.024844720496894408,0.18633540372670807,0.006211180124223602,0,0.11180124223602485,0.037267080745341616,0.0,0.0,0.13664596273291926,658,0.012422360248447204,0.024844720496894408,0.024844720496894408,0.0,0.0,0.0
4,3,3,0.03571428571428571,0.03571428571428571,0.02976190476190476,0.11904761904761904,0.03571428571428571,0.1488095238095238,0.041666666666666664,0,0.11904761904761904,0.011904761904761904,0.0,0.011904761904761904,0.1488095238095238,731,0.011904761904761904,0.017857142857142856,0.0,0.0,0.0,0.0
